ISCO,job_title,category,category_label
2330,high school teacher of biology,9,Teaching professionals
8122,impregnating tank operative,33,Stationary plant and machine operators
1211,director and secretary,4,Administrative and commercial managers
5142,steam room attendant,22,Personal service workers
3112,corrosion monitoring technician,13,Science and engineering associate professionals
1324,pharmaceutical goods distribution manager,5,Production and specialised services managers
9329,iron striker,38,"Labourers in mining, construction, manufacturing and transport"
3115,boat engine inspector,13,Science and engineering associate professionals
8159,textile pattern making machine tender,33,Stationary plant and machine operators
2651,restoration technician,12,"Legal, social and cultural professionals"
3132,wastewater treatment technician,13,Science and engineering associate professionals
2659,spanish web acrobat,12,"Legal, social and cultural professionals"
7535,leather stainer,32,"Food processing, wood working, garment and other craft and related trades workers"
2641,lyric writer,12,"Legal, social and cultural professionals"
1219,security manager,4,Administrative and commercial managers
2359,learning mentor,9,Teaching professionals
8114,concrete spinner,33,Stationary plant and machine operators
3122,motor vehicle production line team leader,13,Science and engineering associate professionals
5322,senior resident social worker,24,Personal care workers
5153,building caretaker,22,Personal service workers
2146,chemical metallurgy analyst,7,Science and engineering professionals
2412,economic policy advisor,10,Business and administration professionals
2421,management development adviser,10,Business and administration professionals
7532,wearing apparel pattern technician,32,"Food processing, wood working, garment and other craft and related trades workers"
2423,organizational structure analyst,10,Business and administration professionals
1420,client administrator,6,"Hospitality, retail and other services managers"
7323,binding operator,30,Handicraft and printing workers
2112,climate researcher,7,Science and engineering professionals
8114,shaking machinist,33,Stationary plant and machine operators
8151,slubbing frame minder,33,Stationary plant and machine operators
8160,fish products operator,33,Stationary plant and machine operators
2422,labour policy advisor,10,Business and administration professionals
5223, diamonds and jewellery salesperson,23,Sales workers
4323,cargo supervisor,20,Numerical and material recording clerks
3311,renewable energy stock trader,15,Business and administration associate professionals
3412,community care officer,16,"Legal, social, cultural and related associate professionals"
3132,wastewater treatment sampling monitoring technician,13,Science and engineering associate professionals
7223,boring mill set-up operator,29,"Metal, machinery and related trades workers"
3324,trainee wholesale merchant in household goods,15,Business and administration associate professionals
8171,tankhand,33,Stationary plant and machine operators
2111,astronomy analyst,7,Science and engineering professionals
1346,banking operations manager,5,Production and specialised services managers
2166,TV casting director,7,Science and engineering professionals
1420,professional wear shop manager,6,"Hospitality, retail and other services managers"
7543,coach trimming inspector,32,"Food processing, wood working, garment and other craft and related trades workers"
7223,lay out worker,29,"Metal, machinery and related trades workers"
8152,weaving loom operator,33,Stationary plant and machine operators
1431,health club owner,6,"Hospitality, retail and other services managers"
2143,sewage works engineer,7,Science and engineering professionals
8311,driver of trains,35,Drivers and mobile plant operators
7412,naval electrician,31,Electrical and electronic trades workers
3412,rescue worker,16,"Legal, social, cultural and related associate professionals"
5411,mining rescue officer,25,Protective services workers
8172,wood router technician,33,Stationary plant and machine operators
2342,Montessori school instructor,9,Teaching professionals
2359,speech giving coach,9,Teaching professionals
7541,rov pilot,32,"Food processing, wood working, garment and other craft and related trades workers"
8154,brusher,33,Stationary plant and machine operators
9329,grab labourer,38,"Labourers in mining, construction, manufacturing and transport"
2149,materials scientist,7,Science and engineering professionals
3332,project & event manager,15,Business and administration associate professionals
7535,leather sorter,32,"Food processing, wood working, garment and other craft and related trades workers"
3432,interior and spatial planner,16,"Legal, social, cultural and related associate professionals"
3339,digital rights manager,15,Business and administration associate professionals
3152,first officer,13,Science and engineering associate professionals
1321,recycling officer,5,Production and specialised services managers
2145,synthetic materials research engineer,7,Science and engineering professionals
5322,responsible tenant,24,Personal care workers
6112,aboriculture specialist,26,Market-oriented skilled agricultural workers
3257,health care environment inspector,14,Health associate professionals
7412,van electrician,31,Electrical and electronic trades workers
2422, labour,10,Business and administration professionals
3115,boat engine tester,13,Science and engineering associate professionals
3331,assistant import specialist in wood and construction materials,15,Business and administration associate professionals
8131,chemicals fermenter operative,33,Stationary plant and machine operators
7233,fire extinguisher engineer,29,"Metal, machinery and related trades workers"
8151,winder operator,33,Stationary plant and machine operators
5141,hair dresser,22,Personal service workers
2619,election observer,12,"Legal, social and cultural professionals"
7536,shoe maker's assistant,32,"Food processing, wood working, garment and other craft and related trades workers"
8152,knitting frame worker,33,Stationary plant and machine operators
1420,gourmet store manager,6,"Hospitality, retail and other services managers"
1112,secretary general,3,"Chief executives, senior officials and legislators"
3521,lighting hire equipment technician,17,Information and communications technicians
2132,agronomy adviser,7,Science and engineering professionals
2632,rural sociology scholar,12,"Legal, social and cultural professionals"
1420,tobacconist shop manager,6,"Hospitality, retail and other services managers"
9215,hedge layer,37,"Agricultural, forestry and fishery labourers"
9329,hydraulic cleaner,38,"Labourers in mining, construction, manufacturing and transport"
3331,import export specialist in computers,15,Business and administration associate professionals
2642,reviewer,12,"Legal, social and cultural professionals"
8156,bag machinist,33,Stationary plant and machine operators
2310,senior lecturer in art studies,9,Teaching professionals
2144,mechanical design engineer,7,Science and engineering professionals
8113,well sinker,33,Stationary plant and machine operators
4323,cargo clerk,20,Numerical and material recording clerks
5242,trainee sales demonstrator,23,Sales workers
7536,heel presser,32,"Food processing, wood working, garment and other craft and related trades workers"
2310,professor of philosophy,9,Teaching professionals
3512,ICT security technician,17,Information and communications technicians
7223,machine tool setter-operator,29,"Metal, machinery and related trades workers"
9629,amusement attendant,41,Refuse workers and other elementary workers
2166,stop motion artist,7,Science and engineering professionals
4419,continuity clerk,21,Other clerical support workers
7223,drilling machine operator,29,"Metal, machinery and related trades workers"
7535,flesher,32,"Food processing, wood working, garment and other craft and related trades workers"
5131,maitre d'hotel,22,Personal service workers
7311,mechanical watchmaker,30,Handicraft and printing workers
5164,animal welfare inspectors,22,Personal service workers
8114,macadam mixer,33,Stationary plant and machine operators
7313,jewelry mount maker,30,Handicraft and printing workers
2511,system integration consultants,11,Information and communications technology professionals
7222,die corrector,29,"Metal, machinery and related trades workers"
8151,rag pulling machinist,33,Stationary plant and machine operators
2131,genetics researcher,7,Science and engineering professionals
2433,technical sales representative in hardware,10,Business and administration professionals
8181,cold end operator,33,Stationary plant and machine operators
2165,cartographic draftsperson,7,Science and engineering professionals
4211,bank clerk,19,Customer services clerks
2310,university space science teacher,9,Teaching professionals
2163, furniture,7,Science and engineering professionals
3324,wholesale merchant in hardware,15,Business and administration associate professionals
9311,waste worker,38,"Labourers in mining, construction, manufacturing and transport"
2320,business administration teacher,9,Teaching professionals
5164,riding school instructor,22,Personal service workers
1420,beauty and aroma store manager,6,"Hospitality, retail and other services managers"
1420,stationery store manager,6,"Hospitality, retail and other services managers"
2654,radio show production manager,12,"Legal, social and cultural professionals"
8141,belt  maintenance technician,33,Stationary plant and machine operators
2641,user experience designer,12,"Legal, social and cultural professionals"
3111,radiological monitoring technician,13,Science and engineering associate professionals
8171,papermaking laminate coating machine technician,33,Stationary plant and machine operators
2144,agricultural engineer,7,Science and engineering professionals
3112,construction quality assurance manager,13,Science and engineering associate professionals
3331,assistant import specialist in chemical products,15,Business and administration associate professionals
4321,stock auditor,20,Numerical and material recording clerks
2144,HVAC support engineer,7,Science and engineering professionals
8131,carbon mixer,33,Stationary plant and machine operators
5223,newsagents shop salesperson,23,Sales workers
3324,senior wholesale merchant in tobacco products,15,Business and administration associate professionals
8112,ore crushing plant attendant,33,Stationary plant and machine operators
7534,lorry upholstery worker,32,"Food processing, wood working, garment and other craft and related trades workers"
2633,philosophy student,12,"Legal, social and cultural professionals"
3353,healthcare insurance adviser,15,Business and administration associate professionals
3331,assistant import export specialist in textiles and textile semi-finished and raw materials,15,Business and administration associate professionals
5249,rental service assistant in agricultural machinery and equipment,23,Sales workers
1324,trainee computers,5,Production and specialised services managers
3412,community officer,16,"Legal, social, cultural and related associate professionals"
2431,e-commerce marketer,10,Business and administration professionals
2144,opto-mechanics engineer,7,Science and engineering professionals
3514,content creator,17,Information and communications technicians
7311,cleaner and balancer,30,Handicraft and printing workers
3435,prop maker & set dresser,16,"Legal, social, cultural and related associate professionals"
3114,digital electronics engineering technician,13,Science and engineering associate professionals
5223,bakers shop salesperson,23,Sales workers
3324,wholesale trader in tobacco products,15,Business and administration associate professionals
9412,glass washer,39,Food preparation assistants
9215,forestry contractor,37,"Agricultural, forestry and fishery labourers"
1213,security information director,4,Administrative and commercial managers
2642,art critic,12,"Legal, social and cultural professionals"
2421,organisation officer,10,Business and administration professionals
8183,can filler,33,Stationary plant and machine operators
1324,electrical household appliances  logistics planner,5,Production and specialised services managers
3255,hydropathic practitioner,14,Health associate professionals
9334,provision assistant,38,"Labourers in mining, construction, manufacturing and transport"
8142,production operative (plastic moulding),33,Stationary plant and machine operators
2310,geology professor,9,Teaching professionals
7223,ingot stamper,29,"Metal, machinery and related trades workers"
2513,SEO expert,11,Information and communications technology professionals
8156,leather goods cutting operator for linings and other materials,33,Stationary plant and machine operators
2250,veterinary parasitologist,8,Health professionals
7512,confectionary products worker,32,"Food processing, wood working, garment and other craft and related trades workers"
8131,insecticide mixing machine tender,33,Stationary plant and machine operators
7543,shuttle sorter,32,"Food processing, wood working, garment and other craft and related trades workers"
2431,slogan writer,10,Business and administration professionals
3114,technologist in optoelectronic systems,13,Science and engineering associate professionals
3351,immigration official,15,Business and administration associate professionals
9212,ostler,37,"Agricultural, forestry and fishery labourers"
8171,paper pulp moulding operative,33,Stationary plant and machine operators
2133,environmental campaigner,7,Science and engineering professionals
5112,revenue protection inspector,22,Personal service workers
3142,fish farm site supervisor,13,Science and engineering associate professionals
1120,president,3,"Chief executives, senior officials and legislators"
2269,facilitator,8,Health professionals
2619,quarter sessions clerk,12,"Legal, social and cultural professionals"
8212,assembler of dental instruments,34,Assemblers
7543,electrical control panel tester,32,"Food processing, wood working, garment and other craft and related trades workers"
2151,electrical engineer,7,Science and engineering professionals
1219,project director,4,Administrative and commercial managers
7223,screwer,29,"Metal, machinery and related trades workers"
7317,small-scale paper manufacturer,30,Handicraft and printing workers
2114,oceanography science researcher,7,Science and engineering professionals
1346,costing manager,5,Production and specialised services managers
5142,baths superintendent,22,Personal service workers
6112,fruit gardener,26,Market-oriented skilled agricultural workers
3341,purchasing supervisor,15,Business and administration associate professionals
5322,senior carer,24,Personal care workers
9329,brass cleaner,38,"Labourers in mining, construction, manufacturing and transport"
2166,stereo artist,7,Science and engineering professionals
3321,property underwriter,15,Business and administration associate professionals
7534,aircraft upholstrer,32,"Food processing, wood working, garment and other craft and related trades workers"
2634,expert in psychotherapy,12,"Legal, social and cultural professionals"
3122,manager at paper mill,13,Science and engineering associate professionals
2152,micro-systems engineer,7,Science and engineering professionals
7221,coil smith,29,"Metal, machinery and related trades workers"
7214,boat repairer,29,"Metal, machinery and related trades workers"
5242,supermarket promotions demonstrator,23,Sales workers
2641,writer,12,"Legal, social and cultural professionals"
8122,tube oiler,33,Stationary plant and machine operators
5112,chief conductor,22,Personal service workers
7549,film repairer,32,"Food processing, wood working, garment and other craft and related trades workers"
3122,metal fabrication manager,13,Science and engineering associate professionals
7515,taster,32,"Food processing, wood working, garment and other craft and related trades workers"
8122,production washer,33,Stationary plant and machine operators
8212,electromechanical assembler,34,Assemblers
5223,car leasing team leader,23,Sales workers
8212,pinch maker,34,Assemblers
3114,IT engineering technician,13,Science and engineering associate professionals
7232,aircraft maintenance planning officer,29,"Metal, machinery and related trades workers"
8112,stone machinist,33,Stationary plant and machine operators
3119,science technician,13,Science and engineering associate professionals
2433,renewable energy research consultant,10,Business and administration professionals
7322,graphic designer / digital printer,30,Handicraft and printing workers
2310,earth science teacher,9,Teaching professionals
8171,pulp mill operator,33,Stationary plant and machine operators
7233,agricultural mechanic,29,"Metal, machinery and related trades workers"
7536,beveller,32,"Food processing, wood working, garment and other craft and related trades workers"
7536,slipper turner,32,"Food processing, wood working, garment and other craft and related trades workers"
2433,graduate technical sales representative in mining and construction machinery,10,Business and administration professionals
2144,steam technology engineering specialist,7,Science and engineering professionals
7313,black ornament worker,30,Handicraft and printing workers
2166,traditional animator,7,Science and engineering professionals
2144,precision engineering expert,7,Science and engineering professionals
3521,sound controller,17,Information and communications technicians
7514,juiceman,32,"Food processing, wood working, garment and other craft and related trades workers"
3341,call centre quality assurance auditor,15,Business and administration associate professionals
7231,vehicle coachbuilder,29,"Metal, machinery and related trades workers"
8212,coil finisher,34,Assemblers
310,military aircraft driver,2,"Armed forces occupations, other ranks"
7412,electrical fitters,31,Electrical and electronic trades workers
7212,welding technician,29,"Metal, machinery and related trades workers"
1219,facilities coordinator,4,Administrative and commercial managers
2341,Waldorf school teacher,9,Teaching professionals
3521,sound designer & audio engineer,17,Information and communications technicians
7224,metal buffer,29,"Metal, machinery and related trades workers"
7213,coach maker,29,"Metal, machinery and related trades workers"
1420,kids toys shop manager,6,"Hospitality, retail and other services managers"
8212,condenser hand,34,Assemblers
4312,investment clerk,20,Numerical and material recording clerks
7111,building operative,28,"Building and related trades workers, excluding electricians"
2422,cyber investigator,10,Business and administration professionals
2142,wastewater engineering consultant,7,Science and engineering professionals
1420,cigar store manager,6,"Hospitality, retail and other services managers"
2262,hospital pharmacist,8,Health professionals
8212,electrical assembler,34,Assemblers
7313,lapidarist,30,Handicraft and printing workers
8160,cobberer,33,Stationary plant and machine operators
1420,weaving shop manager,6,"Hospitality, retail and other services managers"
3512,ICT engineer,17,Information and communications technicians
1420,bakery department manager,6,"Hospitality, retail and other services managers"
3257,health safety and environmental manager,14,Health associate professionals
2519,ICT integration tester,11,Information and communications technology professionals
1330,IT vendor relationship manager,5,Production and specialised services managers
3115,outboard motor tester,13,Science and engineering associate professionals
2511,data scientists,11,Information and communications technology professionals
7214,rivet driver,29,"Metal, machinery and related trades workers"
1431,concert hall manager,6,"Hospitality, retail and other services managers"
3412,social work assistant team member,16,"Legal, social, cultural and related associate professionals"
7223,upsetting machine operator,29,"Metal, machinery and related trades workers"
2145,cider production manager,7,Science and engineering professionals
2632,communication scientist,12,"Legal, social and cultural professionals"
8151,cross piecer,33,Stationary plant and machine operators
3230,herbalist,14,Health associate professionals
3324,business to business seller,15,Business and administration associate professionals
3135,annealing furnace operator,13,Science and engineering associate professionals
8153,sleeve maker,33,Stationary plant and machine operators
8160,attendant in cigarette manufacturing,33,Stationary plant and machine operators
2310,dietetics teacher,9,Teaching professionals
7321,photo engraver,30,Handicraft and printing workers
2151,engineer in electromagnetic systems,7,Science and engineering professionals
7316,platework chaser,30,Handicraft and printing workers
9333,marina assistant,38,"Labourers in mining, construction, manufacturing and transport"
3331,importer-exporter,15,Business and administration associate professionals
7412,dynamo fitter,31,Electrical and electronic trades workers
7522,mirror framer,32,"Food processing, wood working, garment and other craft and related trades workers"
9629,car park officer,41,Refuse workers and other elementary workers
3214,artificial limb technician,14,Health associate professionals
3423,keep fit leader,16,"Legal, social, cultural and related associate professionals"
8181,biscuit ovenman,33,Stationary plant and machine operators
1324,textile industry machinery logistics planner,5,Production and specialised services managers
3331,import export specialist in pharmaceutical goods,15,Business and administration associate professionals
8114,block-maker,33,Stationary plant and machine operators
3321,underwriting manager,15,Business and administration associate professionals
5312,school auxiliary,24,Personal care workers
3322,corporate account executive,15,Business and administration associate professionals
3118,electrical equipment design draughter,13,Science and engineering associate professionals
2421,clinical trial coordinator,10,Business and administration professionals
5153,building manager,22,Personal service workers
7318,carpet weaver,30,Handicraft and printing workers
2652,musical theater performer,12,"Legal, social and cultural professionals"
7522,antiques restorer,32,"Food processing, wood working, garment and other craft and related trades workers"
3311,financial instruments trader,15,Business and administration associate professionals
8152,piping machinist,33,Stationary plant and machine operators
2424,personal development coach,10,Business and administration professionals
8219,ammunition factory  worker,34,Assemblers
8211,railcar assembly worker,34,Assemblers
1341,child day care centre administrator,5,Production and specialised services managers
1324,sub-post master,5,Production and specialised services managers
3432,set designer & builder,16,"Legal, social, cultural and related associate professionals"
8211,mechatronic equipment inspector,34,Assemblers
8189,steel straightener,33,Stationary plant and machine operators
7412,lift installation team member,31,Electrical and electronic trades workers
1439,town centre manager,6,"Hospitality, retail and other services managers"
7422,telecommunications service technician,31,Electrical and electronic trades workers
3112,construction health and safety supervisor,13,Science and engineering associate professionals
9329,crane cleaner,38,"Labourers in mining, construction, manufacturing and transport"
7232,avionics mechanical technician,29,"Metal, machinery and related trades workers"
8151,ball machinist,33,Stationary plant and machine operators
1411,hotel general manager,6,"Hospitality, retail and other services managers"
9329,acetoner,38,"Labourers in mining, construction, manufacturing and transport"
5241,life nude model,23,Sales workers
7233,technical mechanic,29,"Metal, machinery and related trades workers"
8172,log peeling machine specialist,33,Stationary plant and machine operators
5223,off-sales store specialised salesperson,23,Sales workers
3257,inspector of works,14,Health associate professionals
3258,emergency ambulance driver,14,Health associate professionals
2221,health visitor,8,Health professionals
7523,wood furniture machinist,32,"Food processing, wood working, garment and other craft and related trades workers"
2330,secondary school teacher of biology,9,Teaching professionals
3322,residential electricity sales representative,15,Business and administration associate professionals
8160,cold room attendant,33,Stationary plant and machine operators
7421,machine mechanic,31,Electrical and electronic trades workers
7323,miniture folding specialist,30,Handicraft and printing workers
5142,hair designer and make up artist,22,Personal service workers
9329,trades assistant,38,"Labourers in mining, construction, manufacturing and transport"
3435,studio manager,16,"Legal, social, cultural and related associate professionals"
8219,polisher's filler-in,34,Assemblers
7233,textile machine maintenance mechanic,29,"Metal, machinery and related trades workers"
2635,community care case worker,12,"Legal, social and cultural professionals"
2512,software project leader,11,Information and communications technology professionals
8151,fly spinner,33,Stationary plant and machine operators
7549,cordite charger,32,"Food processing, wood working, garment and other craft and related trades workers"
8212,wirer and solderer,34,Assemblers
8183,heat seal machine setter,33,Stationary plant and machine operators
2263,emergency planning officer,8,Health professionals
3118,circuit board designer,13,Science and engineering associate professionals
1431,senior lottery administrator,6,"Hospitality, retail and other services managers"
5223,delicatessen counter specialised seller,23,Sales workers
2310,space science professor,9,Teaching professionals
1219,special project manager,4,Administrative and commercial managers
1324,air navigation manager,5,Production and specialised services managers
1324,trainee import export manager in coffee,5,Production and specialised services managers
5223,patisserie salesperson,23,Sales workers
1341,nursery school headmaster,5,Production and specialised services managers
8154,textile finishing machinist,33,Stationary plant and machine operators
8171,belt cutter,33,Stationary plant and machine operators
8131,explosives mixer,33,Stationary plant and machine operators
8156,triming machine operativ,33,Stationary plant and machine operators
3122,machining and assembly supervisor,13,Science and engineering associate professionals
7412,lorry battery technician,31,Electrical and electronic trades workers
7543,cloth overlooker,32,"Food processing, wood working, garment and other craft and related trades workers"
8154,stenter operator,33,Stationary plant and machine operators
8172,thickness planer operator,33,Stationary plant and machine operators
4323,port officer,20,Numerical and material recording clerks
4211,banking adviser,19,Customer services clerks
7511,gut splitter,32,"Food processing, wood working, garment and other craft and related trades workers"
1439,reclaim manager,6,"Hospitality, retail and other services managers"
2149, renewable power,7,Science and engineering professionals
3141,bacteriology culture technician,13,Science and engineering associate professionals
1324,graduate dairy products and edible oils distribution manager,5,Production and specialised services managers
5223,building materials salesperson,23,Sales workers
2113,application engineer,7,Science and engineering professionals
8141,ebonite finisher,33,Stationary plant and machine operators
2424,training delivery manager,10,Business and administration professionals
7214,bar bender,29,"Metal, machinery and related trades workers"
7213,body builder,29,"Metal, machinery and related trades workers"
3341,football pools supervisor,15,Business and administration associate professionals
2421,work package manager,10,Business and administration professionals
7232,plane maintenance coordinator,29,"Metal, machinery and related trades workers"
8121,spring making machine operative,33,Stationary plant and machine operators
8141,solid tyre trimmer,33,Stationary plant and machine operators
3134,control panel monitor,13,Science and engineering associate professionals
3422,football scout,16,"Legal, social, cultural and related associate professionals"
2112,calibration technician,7,Science and engineering professionals
2634,practitioner of sport and exercise psychology,12,"Legal, social and cultural professionals"
5244,telephone canvasser,23,Sales workers
2149,overseer,7,Science and engineering professionals
5120,rotisserie chef,22,Personal service workers
9412,kitchen attendant,39,Food preparation assistants
8219,wrench finisher,34,Assemblers
1111,cabinet member,3,"Chief executives, senior officials and legislators"
2412,investment fund management assistant,10,Business and administration professionals
8154,textile machine operator for segment,33,Stationary plant and machine operators
8152,mesh weaving technician,33,Stationary plant and machine operators
4419,banking correspondent,21,Other clerical support workers
7313,jewelry etcher,30,Handicraft and printing workers
1420,kitchen and bathroom superstore manager,6,"Hospitality, retail and other services managers"
2359,e-learning developers,9,Teaching professionals
3331,senior export specialist in fruit and vegetables,15,Business and administration associate professionals
8211,mechatronic equipment fabricator,34,Assemblers
2141,manufacturing engineering consultant,7,Science and engineering professionals
8151,card room man,33,Stationary plant and machine operators
8219,wood products constructor,34,Assemblers
2511,computer consultant,11,Information and communications technology professionals
9121,fur cleaner,36,Cleaners and helpers
3118,drawing checker,13,Science and engineering associate professionals
9111,domestic helper,36,Cleaners and helpers
2359,public speaking mentor,9,Teaching professionals
8156,edge inker,33,Stationary plant and machine operators
8219,plastic products production worker,34,Assemblers
3142,bacteriological testing coordinator,13,Science and engineering associate professionals
3412,hostel officer,16,"Legal, social, cultural and related associate professionals"
7215,stage hand,29,"Metal, machinery and related trades workers"
9313,site labourer,38,"Labourers in mining, construction, manufacturing and transport"
8172,mill setter-out,33,Stationary plant and machine operators
3311,distribution administrator,15,Business and administration associate professionals
8151,card nailer,33,Stationary plant and machine operators
2264,neuromusculoskeletal physiotherapist,8,Health professionals
7115,carpentry framer,28,"Building and related trades workers, excluding electricians"
3111,radiation protection safety technician,13,Science and engineering associate professionals
3342,litigation legal assistant,15,Business and administration associate professionals
6130,mixed farmer,26,Market-oriented skilled agricultural workers
4312,dealers assistant,20,Numerical and material recording clerks
2642,video weblogger,12,"Legal, social and cultural professionals"
3122,winding foreman,13,Science and engineering associate professionals
1112,grade 4,3,"Chief executives, senior officials and legislators"
9333,stores foreman,38,"Labourers in mining, construction, manufacturing and transport"
3112,domestic energy sales promoter,13,Science and engineering associate professionals
7536,edge stainer,32,"Food processing, wood working, garment and other craft and related trades workers"
2433,office machinery and equipment  field saleswoman,10,Business and administration professionals
7212,soldering fabricator,29,"Metal, machinery and related trades workers"
8321,electric motor driver,35,Drivers and mobile plant operators
8160,milk sterilizer operator,33,Stationary plant and machine operators
3521,sound designer & engineer,17,Information and communications technicians
4225,customer advocate,19,Customer services clerks
110,royal marines officer,0,Commissioned armed forces officers
2411,certified fraud examiner,10,Business and administration professionals
3324,graduate wholesale merchant in waste and scrap,15,Business and administration associate professionals
7536,treer,32,"Food processing, wood working, garment and other craft and related trades workers"
1346,financial institution branch manager,5,Production and specialised services managers
5223,women's fashion specialised seller,23,Sales workers
9333,cargo worker,38,"Labourers in mining, construction, manufacturing and transport"
7543,inspector of electronic equipment,32,"Food processing, wood working, garment and other craft and related trades workers"
1112,county council manager,3,"Chief executives, senior officials and legislators"
3115,car design checker,13,Science and engineering associate professionals
1219,head of events,4,Administrative and commercial managers
8131,nitroglycerin separator operator,33,Stationary plant and machine operators
1411,publican,6,"Hospitality, retail and other services managers"
7233,crane engineer,29,"Metal, machinery and related trades workers"
5249,vehicle booking team leader,23,Sales workers
3119,technician in robotics engineering,13,Science and engineering associate professionals
2163,clothes designer,7,Science and engineering professionals
7536,boot and shoe maker,32,"Food processing, wood working, garment and other craft and related trades workers"
2641,dramaturge,12,"Legal, social and cultural professionals"
7223,straightening press operative,29,"Metal, machinery and related trades workers"
8113,gas transfer operator,33,Stationary plant and machine operators
2120,biostatistician,7,Science and engineering professionals
2131,computer analyst,7,Science and engineering professionals
7516,tobacco drier operator,32,"Food processing, wood working, garment and other craft and related trades workers"
9313,mason's mate,38,"Labourers in mining, construction, manufacturing and transport"
8154,finishing technician,33,Stationary plant and machine operators
3331,trainee import specialist in beverages,15,Business and administration associate professionals
1420,assistant trade regional manager,6,"Hospitality, retail and other services managers"
2529,vulnerability manager,11,Information and communications technology professionals
4322,production line co-ordinator,20,Numerical and material recording clerks
2412,personal financial advisor,10,Business and administration professionals
7112,cupola patcher,28,"Building and related trades workers, excluding electricians"
2512,developer of software,11,Information and communications technology professionals
4323,cargoe planning and operations manager,20,Numerical and material recording clerks
3118,product development engineering draughtsperson,13,Science and engineering associate professionals
8131,sulphate maker,33,Stationary plant and machine operators
7532,puff cutter,32,"Food processing, wood working, garment and other craft and related trades workers"
9329,engineer's handyman,38,"Labourers in mining, construction, manufacturing and transport"
1324,senior import export manager in  fruit and vegetables,5,Production and specialised services managers
1420,shop manager (electrical household appliances),6,"Hospitality, retail and other services managers"
9329,filament winder,38,"Labourers in mining, construction, manufacturing and transport"
5223,electrical appliances salesperson,23,Sales workers
2320,vocational instructor in physical education,9,Teaching professionals
7322,paper paper embossing press operator,30,Handicraft and printing workers
3432,visual merchandising assistant,16,"Legal, social, cultural and related associate professionals"
2643,localisation project manager,12,"Legal, social and cultural professionals"
8312,platform dispatch assistant,35,Drivers and mobile plant operators
3122,container equipment electronic supervisor,13,Science and engineering associate professionals
8342,drott operator,35,Drivers and mobile plant operators
3122,process foreman,13,Science and engineering associate professionals
1111,government minister,3,"Chief executives, senior officials and legislators"
2651,picture cleaner,12,"Legal, social and cultural professionals"
7521,wood treatment worker,32,"Food processing, wood working, garment and other craft and related trades workers"
1345,director of FE college,5,Production and specialised services managers
3115,vessel engine tester,13,Science and engineering associate professionals
2151,electromechanical prototype developer,7,Science and engineering professionals
9412,kitchen worker,39,Food preparation assistants
1212,hr service delivery manager,4,Administrative and commercial managers
2114,geothermal scientist,7,Science and engineering professionals
8111,driftman,33,Stationary plant and machine operators
8151,card tenter,33,Stationary plant and machine operators
3322,export salesman,15,Business and administration associate professionals
7413,network cable jointer,31,Electrical and electronic trades workers
8131,artificial silk spinner,33,Stationary plant and machine operators
8121,silver melter,33,Stationary plant and machine operators
1324, skins and leather products distribution manager,5,Production and specialised services managers
2659,actor & performance artist,12,"Legal, social and cultural professionals"
2132,crop consultant,7,Science and engineering professionals
1221,FMCG category manager,4,Administrative and commercial managers
2161,urban architect,7,Science and engineering professionals
7312,tubular drum maker,30,Handicraft and printing workers
1324,electrical household appliances distribution manager,5,Production and specialised services managers
8212,dental device fabricator,34,Assemblers
3343,coordinator of international student exchange,15,Business and administration associate professionals
7422,mobile technician,31,Electrical and electronic trades workers
7233,bakery engineer,29,"Metal, machinery and related trades workers"
8114,precast moulder,33,Stationary plant and machine operators
7213,coppersmith brazer,29,"Metal, machinery and related trades workers"
1219,foundry plant manager,4,Administrative and commercial managers
310,defence engineering expert,2,"Armed forces occupations, other ranks"
7316,artist colourman,30,Handicraft and printing workers
9333,operator of rail intermodal equipment,38,"Labourers in mining, construction, manufacturing and transport"
3311,mutual fund sales representative,15,Business and administration associate professionals
8172,planer operator,33,Stationary plant and machine operators
7317,brush drawer,30,Handicraft and printing workers
1322,oil production project manager,5,Production and specialised services managers
1344,youth development programme coordinator,5,Production and specialised services managers
7521,veneer preparer,32,"Food processing, wood working, garment and other craft and related trades workers"
3257,hazardous waste control specialist,14,Health associate professionals
8172,veneer cutter,33,Stationary plant and machine operators
2642,sports blogger,12,"Legal, social and cultural professionals"
5312,lunchtime organiser,24,Personal care workers
5414,alarm specialist,25,Protective services workers
3412,school enquiry officer,16,"Legal, social, cultural and related associate professionals"
8181,flow maker,33,Stationary plant and machine operators
7231,automotive recovery technician,29,"Metal, machinery and related trades workers"
7534,aircraft interior assembler,32,"Food processing, wood working, garment and other craft and related trades workers"
8151,rag dryer,33,Stationary plant and machine operators
7322,digital printer,30,Handicraft and printing workers
7214,tower erector,29,"Metal, machinery and related trades workers"
7223,CNC brake drum operator,29,"Metal, machinery and related trades workers"
8151,spinning master,33,Stationary plant and machine operators
1324,senior import export manager in china and glassware,5,Production and specialised services managers
5249,rental service manager in video tapes and disks,23,Sales workers
9333,mover,38,"Labourers in mining, construction, manufacturing and transport"
2165,cartographic surveyor,7,Science and engineering professionals
2412,investment fund adviser,10,Business and administration professionals
1420,animal food store manager,6,"Hospitality, retail and other services managers"
2149,engineer specialised in photonic systems,7,Science and engineering professionals
2221,nurse-practitioner,8,Health professionals
1420,audiology equipment retail  manager,6,"Hospitality, retail and other services managers"
