ISCO,job_title,category,category_label
7223,tube presser,14,"Metal, machinery and related trades workers"
3423,riding master,8,"Legal, social, cultural and related associate professionals"
7323,marbler,15,Handicraft and printing workers
3352,vat inspector,6,Business and administration associate professionals
2132,horticultural adviser,3,Science and engineering professionals
2634,expert clinical psychologist,8,"Legal, social and cultural professionals"
8112,stone planing machine operator,18,Stationary plant and machine operators
5414,nightclub doorman,10,Protective services workers
7543,pulp and paper tester,17,"Food processing, wood working, garment and other craft and related trades workers"
7533,front hand,17,"Food processing, wood working, garment and other craft and related trades workers"
3423,survival trainer,8,"Legal, social, cultural and related associate professionals"
5419,emergency worker,10,Protective services workers
210,electronic warfare operator,0,Non-commissioned armed forces officers
2152,computer hardware technology engineer,3,Science and engineering professionals
1345,headmaster of primary school,2,Production and specialised services managers
3431,reportage photographer,8,"Legal, social, cultural and related associate professionals"
2433,heating product sales representative,6,Business and administration professionals
7223,adjusting machine operator,14,"Metal, machinery and related trades workers"
4222,telephone clerk,9,Customer services clerks
2152,computer hardware engineer,3,Science and engineering professionals
1420,diamonds and precious metals store manager,2,"Hospitality, retail and other services managers"
9312,waterway construction operative,22,"Labourers in mining, construction, manufacturing and transport"
7531,wig specialist,17,"Food processing, wood working, garment and other craft and related trades workers"
8151,wool twister,18,Stationary plant and machine operators
3255,aromatherapy practitioner,4,Health associate professionals
7233,moulding machine technician,14,"Metal, machinery and related trades workers"
7223,drill punch operator,14,"Metal, machinery and related trades workers"
1420,photographic articles shop manager,2,"Hospitality, retail and other services managers"
5244,telephone sales generator,11,Sales workers
2433,senior technical sales engineer in chemical products,6,Business and administration professionals
9333,stevedoring supervisor,22,"Labourers in mining, construction, manufacturing and transport"
2513,web content administrators,7,Information and communications technology professionals
7522,reproduction antique furniture craftsman,17,"Food processing, wood working, garment and other craft and related trades workers"
4323,cargoe planning and operations manager,9,Numerical and material recording clerks
2642,chief editor,8,"Legal, social and cultural professionals"
2149,bioengineer,3,Science and engineering professionals
3132,sewage attendant,3,Science and engineering associate professionals
8154,hosiery finisher,18,Stationary plant and machine operators
2642,journalist specialising in US politics,8,"Legal, social and cultural professionals"
2310,university pharmaceutical sciences teacher,5,Teaching professionals
2310,nursing specialist instructor,5,Teaching professionals
7312,bass technician,15,Handicraft and printing workers
3131,solar energy plant worker,3,Science and engineering associate professionals
2166,3D animators,3,Science and engineering professionals
3311,spreader,6,Business and administration associate professionals
1324,senior export manager in office furniture,2,Production and specialised services managers
8152,blanket miller,18,Stationary plant and machine operators
7531,wig consultant,17,"Food processing, wood working, garment and other craft and related trades workers"
7321,copper etcher,15,Handicraft and printing workers
8321,home delivery motorcycle driver,20,Drivers and mobile plant operators
2320,electricity and energy vocational trainer,5,Teaching professionals
3434,head chef,8,"Legal, social, cultural and related associate professionals"
8121,potman's helper,18,Stationary plant and machine operators
7322,letterpress assistant,15,Handicraft and printing workers
4213,pawn agents,9,Customer services clerks
8183,paper capper,18,Stationary plant and machine operators
3512,ICT engineer,7,Information and communications technicians
2149,solar energies engineer,3,Science and engineering professionals
7314,nickel carboniser,15,Handicraft and printing workers
8182,stoker's mate,18,Stationary plant and machine operators
2529,online facilitator,7,Information and communications technology professionals
8159,body washer,18,Stationary plant and machine operators
3123,surfacing supervisor,3,Science and engineering associate professionals
7543,electrical testing and inspection engineer,17,"Food processing, wood working, garment and other craft and related trades workers"
1112,county council manager,1,"Chief executives, senior officials and legislators"
3115,spaceship engineering technician,3,Science and engineering associate professionals
1112,diplomatic service officer,1,"Chief executives, senior officials and legislators"
7543,leather goods quality inspector,17,"Food processing, wood working, garment and other craft and related trades workers"
2144,motor vehicle designer,3,Science and engineering professionals
8181,fibre machine tender,18,Stationary plant and machine operators
3512,it helpline support officer,7,Information and communications technicians
7222,pattern-maker/joiner,14,"Metal, machinery and related trades workers"
8212,electrical cable assembler,19,Assemblers
8212,wire harness fabricator,19,Assemblers
2141,machine engineer,3,Science and engineering professionals
7131,buildings sprayer,13,"Building and related trades workers, excluding electricians"
3123,terrazzo layer supervisor,3,Science and engineering associate professionals
3435,entertainment technician,8,"Legal, social, cultural and related associate professionals"
3324,energy broker,6,Business and administration associate professionals
1324,international trade compliance manager in fish,2,Production and specialised services managers
8156,gluing operator,18,Stationary plant and machine operators
8212,production specialist,19,Assemblers
3131,hydropower plant worker,3,Science and engineering associate professionals
2411,taxation specialist,6,Business and administration professionals
8183,heat seal machine operative,18,Stationary plant and machine operators
7223,fluter,14,"Metal, machinery and related trades workers"
9412,kitchen orderly,21,Food preparation assistants
9129,jetting machinist,21,Cleaners and helpers
3122,malt house coordinator,3,Science and engineering associate professionals
7532,pattern making machine operator,17,"Food processing, wood working, garment and other craft and related trades workers"
8219,toy painter,19,Assemblers
2310,psychology docent,5,Teaching professionals
8153,blanket whipper,18,Stationary plant and machine operators
3331,trainee export specialist in  fish,6,Business and administration associate professionals
8113,rig drill operator,18,Stationary plant and machine operators
7122,carpet fixer,13,"Building and related trades workers, excluding electricians"
2353,efl teacher,5,Teaching professionals
2641,dramatist,8,"Legal, social and cultural professionals"
8153,leather goods stitching machine operator,18,Stationary plant and machine operators
9629,city centre ambassador,21,Refuse workers and other elementary workers
3341,data services team leader,6,Business and administration associate professionals
3324,assistant wholesale merchant in hides,6,Business and administration associate professionals
1349,aviation communications and frequency coordination manager,2,Production and specialised services managers
5245,fuel site salesperson,11,Sales workers
9629,cinema worker,21,Refuse workers and other elementary workers
9333,despatch operator,22,"Labourers in mining, construction, manufacturing and transport"
3323,trainee buyer planner,6,Business and administration associate professionals
1211,money manager,1,Administrative and commercial managers
8322,chinese food delivery person,20,Drivers and mobile plant operators
7223,heat regulator operative,14,"Metal, machinery and related trades workers"
2422,strategist,6,Business and administration professionals
3115,jet aircraft engine tester,3,Science and engineering associate professionals
3123,electric powerline technician supervisor,3,Science and engineering associate professionals
2310,assistant lecturer in university,5,Teaching professionals
7231,PCV service technician,14,"Metal, machinery and related trades workers"
2145,technical dyer,3,Science and engineering professionals
2269,animal assisted therapist,4,Health professionals
3153,private airplane pilot,3,Science and engineering associate professionals
7233,building equipment inspector,14,"Metal, machinery and related trades workers"
7223,maintenance turner,14,"Metal, machinery and related trades workers"
8219,paint line operator,19,Assemblers
9329,drum washer,22,"Labourers in mining, construction, manufacturing and transport"
4413,newspaper proof controller,9,Other clerical support workers
8121,first helper,18,Stationary plant and machine operators
210,defence analyst,0,Non-commissioned armed forces officers
7233,jacquard frame tenter,14,"Metal, machinery and related trades workers"
2433,trainee technical sales engineer in hardware,6,Business and administration professionals
3112,construction quality inspector,3,Science and engineering associate professionals
8219,brass assembler,19,Assemblers
8342,rail levelling machinist,20,Drivers and mobile plant operators
7535,comber,17,"Food processing, wood working, garment and other craft and related trades workers"
5419,coastguard watch assistant,10,Protective services workers
8141,foam rubber molding machine tender,18,Stationary plant and machine operators
5223,retail associate,11,Sales workers
1324,customs compliance manager in computers,2,Production and specialised services managers
8172,planer technician,18,Stationary plant and machine operators
2114,geology studies research analyst,3,Science and engineering professionals
9329,engine house attendant,22,"Labourers in mining, construction, manufacturing and transport"
3412,refuge worker,8,"Legal, social, cultural and related associate professionals"
1345,high school principal,2,Production and specialised services managers
8111,cutterman,18,Stationary plant and machine operators
5142,suntan salon worker,10,Personal service workers
7223,drilling machinist,14,"Metal, machinery and related trades workers"
2146,chemical metallurgyÃÂ expert,3,Science and engineering professionals
110,RAF officer,0,Commissioned armed forces officers
9333,cold store operative,22,"Labourers in mining, construction, manufacturing and transport"
7212,machine-welder,14,"Metal, machinery and related trades workers"
2421,head of pmo,6,Business and administration professionals
8153,knicker machinist,18,Stationary plant and machine operators
4419,bureau assistant,9,Other clerical support workers
8131,lump man,18,Stationary plant and machine operators
8114,concrete maker,18,Stationary plant and machine operators
7119,portable building erector,13,"Building and related trades workers, excluding electricians"
2422,grade ii intelligence officer,6,Business and administration professionals
8131,wet-mix operator,18,Stationary plant and machine operators
8141,foam rubber machine setter,18,Stationary plant and machine operators
2422,a3,6,Business and administration professionals
1345,further education principal,2,Production and specialised services managers
2611,procurator fiscal,8,"Legal, social and cultural professionals"
7511,Jewish butcher,17,"Food processing, wood working, garment and other craft and related trades workers"
2635,sexual violence counsellor,8,"Legal, social and cultural professionals"
2424,training and compliance officer,6,Business and administration professionals
8189,wire mattress maker,18,Stationary plant and machine operators
8141,moulder,18,Stationary plant and machine operators
8172,wood router specialist,18,Stationary plant and machine operators
7223,machine grinder,14,"Metal, machinery and related trades workers"
9333,boat loader,22,"Labourers in mining, construction, manufacturing and transport"
7322,foil blocker,15,Handicraft and printing workers
3512,support consultant,7,Information and communications technicians
8151,frame man,18,Stationary plant and machine operators
2632,economic sociology scientist,8,"Legal, social and cultural professionals"
2151,electromechanical technology engineer,3,Science and engineering professionals
2412,investment fund adviser,6,Business and administration professionals
2359,instructional design professional,5,Teaching professionals
2149,fire prevention and protection technology engineering specialist,3,Science and engineering professionals
4110,eo,9,General and keyboard clerks
110,troop commander,0,Commissioned armed forces officers
2141,surface technology engineering adviser,3,Science and engineering professionals
2163,jewellery artist and designer,3,Science and engineering professionals
9321,checker and packer,22,"Labourers in mining, construction, manufacturing and transport"
1219,wood factory supervisor,1,Administrative and commercial managers
8142,plastic mixer,18,Stationary plant and machine operators
2635,victim care worker,8,"Legal, social and cultural professionals"
3331,international forwarding operations director,6,Business and administration associate professionals
2355,performing and dramatic arts teacher,5,Teaching professionals
7531,sartor,17,"Food processing, wood working, garment and other craft and related trades workers"
3132,liquid waste treatment plant operator,3,Science and engineering associate professionals
7412,truck battery technician,16,Electrical and electronic trades workers
7233,fabrication engineer,14,"Metal, machinery and related trades workers"
9329,holder-on,22,"Labourers in mining, construction, manufacturing and transport"
3134,gas plant stoker,3,Science and engineering associate professionals
2166,senior illustrator,3,Science and engineering professionals
2432,press relations officer,6,Business and administration professionals
8151,cotton tenter,18,Stationary plant and machine operators
3257,hazardous waste disposal inspector,4,Health associate professionals
8143,paper bag machine operator,18,Stationary plant and machine operators
2643,public service interpreter,8,"Legal, social and cultural professionals"
8156,footwear clicker,18,Stationary plant and machine operators
2141,trainee packaging manager,3,Science and engineering professionals
8122,rust proof machine operative,18,Stationary plant and machine operators
7125,leaded light maker,13,"Building and related trades workers, excluding electricians"
8157,clothes presser,18,Stationary plant and machine operators
5312,pastoral support worker,10,Personal care workers
2652,piccolo player,8,"Legal, social and cultural professionals"
7212,scrap cutter,14,"Metal, machinery and related trades workers"
8131,chemicals fermenter operative,18,Stationary plant and machine operators
2146,assay laboratory  technician,3,Science and engineering professionals
3115,railway workshop repair inspector,3,Science and engineering associate professionals
3334,real estate agents,6,Business and administration associate professionals
2424,education and training manager,6,Business and administration professionals
2163,furniture builder,3,Science and engineering professionals
2144,machine packing inspector,3,Science and engineering professionals
1219,sustainable services manager,1,Administrative and commercial managers
2144,senior marine engineer,3,Science and engineering professionals
5230,outlet centre cashier,11,Sales workers
8114,stone breaker,18,Stationary plant and machine operators
8111,quarry operative,18,Stationary plant and machine operators
5223,computer hardware salesperson,11,Sales workers
1420,cosmetics and toiletries shop manager,2,"Hospitality, retail and other services managers"
7531,costumier,17,"Food processing, wood working, garment and other craft and related trades workers"
7115,hoarding erector,13,"Building and related trades workers, excluding electricians"
2163,packaging designer,3,Science and engineering professionals
2144,industrial tool technology engineering consultant,3,Science and engineering professionals
8181,caster of pottery and porcelain,18,Stationary plant and machine operators
7223,cam-bowl grinder,14,"Metal, machinery and related trades workers"
3423,strength and conditioning coach,8,"Legal, social, cultural and related associate professionals"
2641,noir writer,8,"Legal, social and cultural professionals"
1223,IT research manager,1,Administrative and commercial managers
8219,racing bike maker,19,Assemblers
8151,hard waste tenter,18,Stationary plant and machine operators
2523,technical comms analyst,7,Information and communications technology professionals
3118,marine engineering draughter,3,Science and engineering associate professionals
3114,C&I technologist,3,Science and engineering associate professionals
7223,saw plate straightener,14,"Metal, machinery and related trades workers"
2310,communications instructor,5,Teaching professionals
3257,industrial waste tester/inspector,4,Health associate professionals
3118,computer aided design draughter,3,Science and engineering associate professionals
7113,stonemason,13,"Building and related trades workers, excluding electricians"
7533,life belt maker,17,"Food processing, wood working, garment and other craft and related trades workers"
8122,needle plater,18,Stationary plant and machine operators
7313,jewelery metalworker,15,Handicraft and printing workers
3334,residential real estate agent,6,Business and administration associate professionals
3331,senior export specialist in mining,6,Business and administration associate professionals
7543,non-destructive testing technician,17,"Food processing, wood working, garment and other craft and related trades workers"
8160,rouser,18,Stationary plant and machine operators
7233,excavator engineer,14,"Metal, machinery and related trades workers"
3112,pipeline corrosion control technician,3,Science and engineering associate professionals
2310,professor of veterinary medicine,5,Teaching professionals
2146,natural gas specialist,3,Science and engineering professionals
7317,traditional woodcarver,15,Handicraft and printing workers
3115,electric engine tester,3,Science and engineering associate professionals
7223,stamper,14,"Metal, machinery and related trades workers"
2149,engineering inspector,3,Science and engineering professionals
2654,motion picture and video editor,8,"Legal, social and cultural professionals"
2431,press buyer,6,Business and administration professionals
2310,university lecturer in earth sciences,5,Teaching professionals
5120,catering consultant,10,Personal service workers
3123, plastering,3,Science and engineering associate professionals
8159,cloth cutler,18,Stationary plant and machine operators
2421,o&m consultant,6,Business and administration professionals
3111,remote sensing technology studies scientist,3,Science and engineering associate professionals
2166,animation artist,3,Science and engineering professionals
9313,general assistant,22,"Labourers in mining, construction, manufacturing and transport"
5161,spiritualist,10,Personal service workers
7321,prepress engineer,15,Handicraft and printing workers
2320,fe college lecturer,5,Teaching professionals
1323,developer of real estate,2,Production and specialised services managers
2642,critic,8,"Legal, social and cultural professionals"
3512,pc support analyst,7,Information and communications technicians
3311,forex brokers,6,Business and administration associate professionals
8114,cutting machinist,18,Stationary plant and machine operators
7534,motorcycle upholstery worker,17,"Food processing, wood working, garment and other craft and related trades workers"
2120,biometric studies analyst,3,Science and engineering professionals
3118,mechanical draughter,3,Science and engineering associate professionals
7315,glass edger,15,Handicraft and printing workers
7532,CAD patternmaker leather goods,17,"Food processing, wood working, garment and other craft and related trades workers"
2519,data quality expert,7,Information and communications technology professionals
3118,electronic draughter,3,Science and engineering associate professionals
7422,computer maintenance engineer,16,Electrical and electronic trades workers
8160,pie filler,18,Stationary plant and machine operators
1324,assistant import export manager in waste and scrap,2,Production and specialised services managers
9211,grape harvester,21,"Agricultural, forestry and fishery labourers"
2412,investment banking associates,6,Business and administration professionals
7533,tambourer,17,"Food processing, wood working, garment and other craft and related trades workers"
3431,photo designer,8,"Legal, social, cultural and related associate professionals"
7543,leather goods quality controller,17,"Food processing, wood working, garment and other craft and related trades workers"
5169,sports centre supervisor,10,Personal service workers
3121,pit foreman,3,Science and engineering associate professionals
9333,warehouse keeper,22,"Labourers in mining, construction, manufacturing and transport"
5329,theatre orderly,10,Personal care workers
2145,gas distribution process engineer,3,Science and engineering professionals
3435,stagehand,8,"Legal, social, cultural and related associate professionals"
3422,martial arts instructor,8,"Legal, social, cultural and related associate professionals"
3323,purchasing and supply manager,6,Business and administration associate professionals
8151,rover tenter,18,Stationary plant and machine operators
1330,chief analytics officer,2,Production and specialised services managers
7322,textile printing press operator,15,Handicraft and printing workers
7314,cup maker,15,Handicraft and printing workers
7317,traditional wood carver,15,Handicraft and printing workers
8181,brick kiln burner,18,Stationary plant and machine operators
2111,astronomy research analyst,3,Science and engineering professionals
2422,committee officer,6,Business and administration professionals
8172,wood carving machine tender,18,Stationary plant and machine operators
2310,higher education music instructor,5,Teaching professionals
3113,calibrator of electrical and electronic equipment,3,Science and engineering associate professionals
2263,food safety advisor,4,Health professionals
7513,milk worker,17,"Food processing, wood working, garment and other craft and related trades workers"
8183,closing machinist,18,Stationary plant and machine operators
3112,building services consultant,3,Science and engineering associate professionals
8114,slate granule mixer setter,18,Stationary plant and machine operators
5120,chief of the kitchen,10,Personal service workers
7412,meter fitter,16,Electrical and electronic trades workers
3521,towercam operator,7,Information and communications technicians
7314,faience moulder,15,Handicraft and printing workers
3432,set designer & builder,8,"Legal, social, cultural and related associate professionals"
8322,gardener-chauffeur,20,Drivers and mobile plant operators
8189,adhesive bonding machine worker,18,Stationary plant and machine operators
7511,sausage skin selector,17,"Food processing, wood working, garment and other craft and related trades workers"
2146,metallurgical consultant,3,Science and engineering professionals
110,lieutenant-general,0,Commissioned armed forces officers
1324,senior export manager in hardware,2,Production and specialised services managers
3435,assistant scenographer,8,"Legal, social, cultural and related associate professionals"
9329,exhauster driver,22,"Labourers in mining, construction, manufacturing and transport"
7214,beamer,14,"Metal, machinery and related trades workers"
2144,container equipment engineering expert,3,Science and engineering professionals
5131,restaurant sommelier,10,Personal service workers
8131,polyester spinner,18,Stationary plant and machine operators
2413,financial markets specialist,6,Business and administration professionals
3115,electric motor tester,3,Science and engineering associate professionals
2230,advanced acupuncturist,4,Health professionals
2513,interactive designer,7,Information and communications technology professionals
8219,needle finisher,19,Assemblers
2612,youth court judge,8,"Legal, social and cultural professionals"
9329,shopman,22,"Labourers in mining, construction, manufacturing and transport"
2131,botanical specialist,3,Science and engineering professionals
7233,belt turner,14,"Metal, machinery and related trades workers"
7534,aircraft interior instrument operator,17,"Food processing, wood working, garment and other craft and related trades workers"
3122,motor vehicle production foreman,3,Science and engineering associate professionals
3123,electrician supervisor,3,Science and engineering associate professionals
1219,sales administration manager,1,Administrative and commercial managers
8160,cocoa roaster,18,Stationary plant and machine operators
7536,crowner,17,"Food processing, wood working, garment and other craft and related trades workers"
9121,fur cleaner,21,Cleaners and helpers
8212,neon sign assembler,19,Assemblers
7515,potato crisp inspector,17,"Food processing, wood working, garment and other craft and related trades workers"
5249,rental sales desk clerk in office machinery and equipment,11,Sales workers
1222,external communications manager,1,Administrative and commercial managers
5312,early years assistant,10,Personal care workers
3122,carriage assembly supervisor,3,Science and engineering associate professionals
4214,debt recovery clerk,9,Customer services clerks
3324,wholesale buyer in machine tools,6,Business and administration associate professionals
7536,leather die cutting operator,17,"Food processing, wood working, garment and other craft and related trades workers"
2151,engineer in electro-mechanics,3,Science and engineering professionals
5132,head barstaff,10,Personal service workers
9333,helicopter landing officer,22,"Labourers in mining, construction, manufacturing and transport"
1324,graduate import export manager in hides,2,Production and specialised services managers
7224,hame polisher,14,"Metal, machinery and related trades workers"
3314,geographical information systems analyst,6,Business and administration associate professionals
7511,fish house worker,17,"Food processing, wood working, garment and other craft and related trades workers"
8160,fondant machinist,18,Stationary plant and machine operators
1420,IT store manager,2,"Hospitality, retail and other services managers"
8121,wire weaving loom operator,18,Stationary plant and machine operators
7223,press punch inspector,14,"Metal, machinery and related trades workers"
8151,core winder machine operator,18,Stationary plant and machine operators
2164, transportation,3,Science and engineering professionals
3435,set dresser and prop maker,8,"Legal, social, cultural and related associate professionals"
8131,lead paste mixer,18,Stationary plant and machine operators
8160,sieve operator,18,Stationary plant and machine operators
2642,turf correspondent,8,"Legal, social and cultural professionals"
1420,phone store manager,2,"Hospitality, retail and other services managers"
7231,car interior restorer,14,"Metal, machinery and related trades workers"
7221,hydraulic sheet metal technical,14,"Metal, machinery and related trades workers"
9312,waterway maintenance worker,22,"Labourers in mining, construction, manufacturing and transport"
4413,coding clerk,9,Other clerical support workers
2651,painting & drawing artist,8,"Legal, social and cultural professionals"
1420,organic fruit and vegetable shop manager,2,"Hospitality, retail and other services managers"
3324,pig dealer,6,Business and administration associate professionals
3122,overseer at paper mill,3,Science and engineering associate professionals
3331,graduate export specialist in dairy products and edible oils,6,Business and administration associate professionals
3412,community centre warden,8,"Legal, social, cultural and related associate professionals"
7412,motor vehicle battery installer,16,Electrical and electronic trades workers
3359,regeneration officer,6,Business and administration associate professionals
9510,door to door leaflet distributor,21,Street and related sales and service workers
7115,joiner-builder,13,"Building and related trades workers, excluding electricians"
8151,shifting mistress,18,Stationary plant and machine operators
8151,damper,18,Stationary plant and machine operators
5223,hunting equipment specialised seller,11,Sales workers
2151,power distribution systems engineer,3,Science and engineering professionals
8189,steel straightener,18,Stationary plant and machine operators
9329,card cleaner,22,"Labourers in mining, construction, manufacturing and transport"
2131,botanicals specialist,3,Science and engineering professionals
7536,puffer,17,"Food processing, wood working, garment and other craft and related trades workers"
2643,computational linguist,8,"Legal, social and cultural professionals"
2310,university communications lecturer,5,Teaching professionals
3432,interior and spatial planner,8,"Legal, social, cultural and related associate professionals"
8114,asbestos driller,18,Stationary plant and machine operators
1212,resource planning manager,1,Administrative and commercial managers
8182,boiler engineer,18,Stationary plant and machine operators
1324,waste and scrap distribution planner,2,Production and specialised services managers
7512,sample assistant,17,"Food processing, wood working, garment and other craft and related trades workers"
3323,graduate supply chain planner,6,Business and administration associate professionals
7533,sheepskin mat maker,17,"Food processing, wood working, garment and other craft and related trades workers"
2422, social services,6,Business and administration professionals
3432,exhibition builder,8,"Legal, social, cultural and related associate professionals"
2310,higher education communications teacher,5,Teaching professionals
9411,crew trainer,21,Food preparation assistants
5223,fishmonger's salesman,11,Sales workers
2632,criminology studies scholar,8,"Legal, social and cultural professionals"
7233,bearing reliner,14,"Metal, machinery and related trades workers"
2149,forensic engineer,3,Science and engineering professionals
8219,turner-over,19,Assemblers
3152,ships master,3,Science and engineering associate professionals
7223,crank shaft straightener,14,"Metal, machinery and related trades workers"
2310,university pharmacy lecturer,5,Teaching professionals
3352,public funds inspector,6,Business and administration associate professionals
7319,patent stone moulder,15,Handicraft and printing workers
7531,clothing manufacturer,17,"Food processing, wood working, garment and other craft and related trades workers"
5244,telesales operator,11,Sales workers
3412,support worker (foster care),8,"Legal, social, cultural and related associate professionals"
7543,weighing machinist,17,"Food processing, wood working, garment and other craft and related trades workers"
7213,body builder,14,"Metal, machinery and related trades workers"
8122,abrasive shot baster,18,Stationary plant and machine operators
4221,checking-in clerk,9,Customer services clerks
9311,wagon cleaner,22,"Labourers in mining, construction, manufacturing and transport"
7422,fire alarm installer,16,Electrical and electronic trades workers
9312,hydrographic survey assistant,22,"Labourers in mining, construction, manufacturing and transport"
2653,show dancer,8,"Legal, social and cultural professionals"
1330,systems development manager,2,Production and specialised services managers
8181,sliphouse hand,18,Stationary plant and machine operators
8172,metal band saw operator,18,Stationary plant and machine operators
5322,care supervisor,10,Personal care workers
7213,coppersmith,14,"Metal, machinery and related trades workers"
9622,building supervisor,21,Refuse workers and other elementary workers
1324,senior import manager in tobacco products,2,Production and specialised services managers
7531,custom headwear manufacturer,17,"Food processing, wood working, garment and other craft and related trades workers"
3339,auctioneer for personal goods,6,Business and administration associate professionals
2433,assistant technical sales representative in hardware,6,Business and administration professionals
8121,metal mixer,18,Stationary plant and machine operators
7321,reader-compositor,15,Handicraft and printing workers
7522,billiard table maker,17,"Food processing, wood working, garment and other craft and related trades workers"
8113,pipe tender,18,Stationary plant and machine operators
7213,container equipment bench precision assembler,14,"Metal, machinery and related trades workers"
8322,motor car driver,20,Drivers and mobile plant operators
1349,publications manager,2,Production and specialised services managers
2310,performing arts dancing instructor,5,Teaching professionals
7314,chummer-in,15,Handicraft and printing workers
7233,scribbling engineer,14,"Metal, machinery and related trades workers"
3115,mechanical technician,3,Science and engineering associate professionals
2143,environmental psychologist,3,Science and engineering professionals
2141,clothing technologist,3,Science and engineering professionals
9329,fan attendant,22,"Labourers in mining, construction, manufacturing and transport"
8151,winding machinist,18,Stationary plant and machine operators
7133,chimney sweep supervisor,13,"Building and related trades workers, excluding electricians"
3341,administrative services manager,6,Business and administration associate professionals
2141,assistant mail and packaging manager,3,Science and engineering professionals
5120,junior cook,10,Personal service workers
2145,petrochemical engineer,3,Science and engineering professionals
7511,abattoir worker,17,"Food processing, wood working, garment and other craft and related trades workers"
3324,cattle dealer,6,Business and administration associate professionals
2422,prime minister adviser,6,Business and administration professionals
1439,auto shop service manager,2,"Hospitality, retail and other services managers"
7422,telecom equipment maintainer,16,Electrical and electronic trades workers
8141,foam rubber moulding machine operator,18,Stationary plant and machine operators
1322,quarry operations engineer,2,Production and specialised services managers
5111,flight steward,10,Personal service workers
7543,relay inspector,17,"Food processing, wood working, garment and other craft and related trades workers"
5169,social escort,10,Personal service workers
3142,viticulture technician,3,Science and engineering associate professionals
3111,mining technician,3,Science and engineering associate professionals
2632,urban sociology research analyst,8,"Legal, social and cultural professionals"
7422,installation fitter,16,Electrical and electronic trades workers
1324,import export manager in watches and jewellery,2,Production and specialised services managers
8141,solid tyre trimmer,18,Stationary plant and machine operators
7322,flexographic press operator,15,Handicraft and printing workers
3435,prop maker & set dresser,8,"Legal, social, cultural and related associate professionals"
3411,band b,8,"Legal, social, cultural and related associate professionals"
3324,graduate wholesale merchant in perfume and cosmetics,6,Business and administration associate professionals
5164,sheepdog trainer,10,Personal service workers
7212,gas welder,14,"Metal, machinery and related trades workers"
8151,spreader machinist,18,Stationary plant and machine operators
2622,learning resource manager,8,"Legal, social and cultural professionals"
2310,higher education philosophy teacher,5,Teaching professionals
8189,sleever,18,Stationary plant and machine operators
8156,riveting machinist,18,Stationary plant and machine operators
4323,road transport maintenance officer,9,Numerical and material recording clerks
3115,engineering welding fabricator  inspector,3,Science and engineering associate professionals
8154,jig operator,18,Stationary plant and machine operators
7222,liner-out,14,"Metal, machinery and related trades workers"
1324,clothing and footwear logistics planner,2,Production and specialised services managers
1222,communications officer,1,Administrative and commercial managers
3324,graduate wholesale merchant in chemical products,6,Business and administration associate professionals
1431,sport facility manager,2,"Hospitality, retail and other services managers"
7122,vinyl tile installer,13,"Building and related trades workers, excluding electricians"
8171,pulpman,18,Stationary plant and machine operators
5311,school club leader,10,Personal care workers
4223,serviceline response operator,9,Customer services clerks
8219,medical appliance assembly technician,19,Assemblers
2643,lawyer linguist,8,"Legal, social and cultural professionals"
4131,communications transcriber,9,General and keyboard clerks
7112,fireplace fitter,13,"Building and related trades workers, excluding electricians"
7413,street light repair electrician,16,Electrical and electronic trades workers
2131,immunology researcher,3,Science and engineering professionals
3412,telephone crisis counselor,8,"Legal, social, cultural and related associate professionals"
9333,packager and picker,22,"Labourers in mining, construction, manufacturing and transport"
8160,flour brusher,18,Stationary plant and machine operators
8171,froth flotation deinking specialist,18,Stationary plant and machine operators
2422,registrar of marriages,6,Business and administration professionals
3324,trainee wholesale merchant in electrical household appliances,6,Business and administration associate professionals
8154,laminating and coating machine operator,18,Stationary plant and machine operators
7221,caster's helper,14,"Metal, machinery and related trades workers"
2263,assistant food safety specialist,4,Health professionals
2144,carriage designer,3,Science and engineering professionals
5223,surgical supplies specialized seller,11,Sales workers
2142,transportation project engineer,3,Science and engineering professionals
8172,log peeling machine operator,18,Stationary plant and machine operators
8212,clock assembler,19,Assemblers
7214,metal plate worker,14,"Metal, machinery and related trades workers"
8212,switch maker,19,Assemblers
7126,gas heating engineer,13,"Building and related trades workers, excluding electricians"
7521,sleeper pickler,17,"Food processing, wood working, garment and other craft and related trades workers"
7126,septic tank cleaner,13,"Building and related trades workers, excluding electricians"
7323,bindery machine operator,15,Handicraft and printing workers
7411,industrial maintenance electrician,16,Electrical and electronic trades workers
8183,fill operator,18,Stationary plant and machine operators
3422,speed skating coach,8,"Legal, social, cultural and related associate professionals"
8111,market man,18,Stationary plant and machine operators
9329,metal washer,22,"Labourers in mining, construction, manufacturing and transport"
3331,trainee import export specialist in machinery,6,Business and administration associate professionals
7223,metal cut-off saw operative,14,"Metal, machinery and related trades workers"
310,naval pilot,0,"Armed forces occupations, other ranks"
3254,ophthalmic inspector,4,Health associate professionals
9313,felt fixer's labourer,22,"Labourers in mining, construction, manufacturing and transport"
5151,housekeeping manager,10,Personal service workers
7215,loader & stage hand,14,"Metal, machinery and related trades workers"
2310,psychology lecturer,5,Teaching professionals
3353,visiting officer,6,Business and administration associate professionals
9329,textile worker,22,"Labourers in mining, construction, manufacturing and transport"
7212,butt welder,14,"Metal, machinery and related trades workers"
2166,2D animation artist,3,Science and engineering professionals
7231,moped mechanic,14,"Metal, machinery and related trades workers"
