,occupation_name,state_name,label,value
562,Stationary plant and machine operators,Idaho,job_offer_data,0.0014175322709566117
563,Teaching professionals,Idaho,job_offer_data,0.003624437488645343
564,Assemblers,Illinois,employment,0.002781681643428448
565,Building and Related Trades Workers (excluding Electricians),Illinois,employment,0.02080116654574293
566,Business and administration professionals,Illinois,employment,0.03033018894561473
567,"Chief executives, senior officials and legislators",Illinois,employment,0.023719449086579646
568,Cleaners and helpers,Illinois,employment,0.022936120846997435
569,Commissioned armed forces officers,Illinois,employment,0.005102482540187373
570,Drivers and mobile plant operators,Illinois,employment,0.019545752292333636
571,Electrical and Electronics Trades Workers,Illinois,employment,0.008433739862664736
572,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Illinois,employment,0.013172634504158709
573,General and keyboard clerks,Illinois,employment,0.021322880001496562
574,Handicraft and printing workers,Illinois,employment,0.0050023920560154115
575,Health professionals,Illinois,employment,0.029603399162392106
576,Information and communications technology professionals,Illinois,employment,0.01670591601733556
577,"Labourers in mining, construction, manufacturing and transport",Illinois,employment,0.027234907830066504
578,"Legal, social and cultural professionals",Illinois,employment,0.025267037808762594
579,Market-oriented skilled agricultural workers,Illinois,employment,0.005022051708443178
580,"Metal, machinery and related trades workers",Illinois,employment,0.018976886902664945
581,Personal service workers,Illinois,employment,0.03407853969092849
582,Production and Specialized Services Managers,Illinois,employment,0.024534052494882646
583,Sales workers,Illinois,employment,0.02545017932441486
584,Science and engineering professionals,Illinois,employment,0.013541409865325546
585,Stationary plant and machine operators,Illinois,employment,0.0121591845530516
586,Teaching professionals,Illinois,employment,0.01998289340445177
587,Assemblers,Illinois,job_offer_data,0.0027268577484063656
588,Building and Related Trades Workers (excluding Electricians),Illinois,job_offer_data,0.020704288748259796
589,Business and administration professionals,Illinois,job_offer_data,0.030225206921196776
590,"Chief executives, senior officials and legislators",Illinois,job_offer_data,0.023564031419463293
591,Cleaners and helpers,Illinois,job_offer_data,0.02279493515777304
592,Commissioned armed forces officers,Illinois,job_offer_data,0.0050484901007977305
593,Drivers and mobile plant operators,Illinois,job_offer_data,0.01947401736129558
594,Electrical and Electronics Trades Workers,Illinois,job_offer_data,0.008319683335318144
595,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Illinois,job_offer_data,0.013084800217983382
596,General and keyboard clerks,Illinois,job_offer_data,0.021301994417174765
597,Handicraft and printing workers,Illinois,job_offer_data,0.004945384295896974
598,Health professionals,Illinois,job_offer_data,0.02944571191164778
599,Information and communications technology professionals,Illinois,job_offer_data,0.016687465013128563
600,"Labourers in mining, construction, manufacturing and transport",Illinois,job_offer_data,0.02737347068424649
601,"Legal, social and cultural professionals",Illinois,job_offer_data,0.02510356727496342
602,Market-oriented skilled agricultural workers,Illinois,job_offer_data,0.004956150767795943
603,"Metal, machinery and related trades workers",Illinois,job_offer_data,0.01894857042670195
604,Personal service workers,Illinois,job_offer_data,0.03428985751712174
605,Production and Specialized Services Managers,Illinois,job_offer_data,0.024594437845098117
606,Sales workers,Illinois,job_offer_data,0.025314306429531433
607,Science and engineering professionals,Illinois,job_offer_data,0.013799616368380351
608,Stationary plant and machine operators,Illinois,job_offer_data,0.012129575706836397
609,Teaching professionals,Illinois,job_offer_data,0.019892102454002265
610,Assemblers,Indiana,employment,0.0024892820699772395
611,Building and Related Trades Workers (excluding Electricians),Indiana,employment,0.014224733138627968
612,Business and administration professionals,Indiana,employment,0.021521338405214113
613,"Chief executives, senior officials and legislators",Indiana,employment,0.01616211786127157
614,Cleaners and helpers,Indiana,employment,0.015661872158225343
615,Commissioned armed forces officers,Indiana,employment,0.003191125650518069
616,Drivers and mobile plant operators,Indiana,employment,0.011599327445115229
617,Electrical and Electronics Trades Workers,Indiana,employment,0.005971329495481773
618,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Indiana,employment,0.006572223165821468
619,General and keyboard clerks,Indiana,employment,0.025740976770089446
620,Handicraft and printing workers,Indiana,employment,0.004021182238035785
621,Health professionals,Indiana,employment,0.015348181714916337
622,Information and communications technology professionals,Indiana,employment,0.014604872997153545
623,"Labourers in mining, construction, manufacturing and transport",Indiana,employment,0.018188413799287793
624,"Legal, social and cultural professionals",Indiana,employment,0.014077222566770886
625,Market-oriented skilled agricultural workers,Indiana,employment,0.003017626365092383
626,"Metal, machinery and related trades workers",Indiana,employment,0.013379505125995556
627,Personal service workers,Indiana,employment,0.0266165837960974
628,Production and Specialized Services Managers,Indiana,employment,0.014731339969881579
629,Sales workers,Indiana,employment,0.023300515476816077
630,Science and engineering professionals,Indiana,employment,0.01060250922377879
631,Stationary plant and machine operators,Indiana,employment,0.008749976952507458
632,Teaching professionals,Indiana,employment,0.013880091312608651
633,Assemblers,Indiana,job_offer_data,0.002283529471124264
634,Building and Related Trades Workers (excluding Electricians),Indiana,job_offer_data,0.014162421441367902
635,Business and administration professionals,Indiana,job_offer_data,0.021336027870726654
636,"Chief executives, senior officials and legislators",Indiana,job_offer_data,0.01582830773349718
637,Cleaners and helpers,Indiana,job_offer_data,0.015619354391947582
638,Commissioned armed forces officers,Indiana,job_offer_data,0.0030528179196249315
639,Drivers and mobile plant operators,Indiana,job_offer_data,0.011559911563429377
640,Electrical and Electronics Trades Workers,Indiana,job_offer_data,0.00583308733058247
641,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Indiana,job_offer_data,0.006481809159623779
642,General and keyboard clerks,Indiana,job_offer_data,0.025499776337233833
643,Handicraft and printing workers,Indiana,job_offer_data,0.0038070823339710295
644,Health professionals,Indiana,job_offer_data,0.015357138261052916
645,Information and communications technology professionals,Indiana,job_offer_data,0.01448127591267938
646,"Labourers in mining, construction, manufacturing and transport",Indiana,job_offer_data,0.018315980508561234
647,"Legal, social and cultural professionals",Indiana,job_offer_data,0.014253533261563383
648,Market-oriented skilled agricultural workers,Indiana,job_offer_data,0.0028310498761503133
649,"Metal, machinery and related trades workers",Indiana,job_offer_data,0.013327134877726755
650,Personal service workers,Indiana,job_offer_data,0.026744042181329232
651,Production and Specialized Services Managers,Indiana,job_offer_data,0.01459154791061113
652,Sales workers,Indiana,job_offer_data,0.023277556850359683
653,Science and engineering professionals,Indiana,job_offer_data,0.010451634113591825
654,Stationary plant and machine operators,Indiana,job_offer_data,0.008651993898154667
655,Teaching professionals,Indiana,job_offer_data,0.01379768801669651
656,Assemblers,Iowa,employment,0.0011794454757923696
657,Building and Related Trades Workers (excluding Electricians),Iowa,employment,0.005382303377947306
658,Business and administration professionals,Iowa,employment,0.010495556757547203
659,"Chief executives, senior officials and legislators",Iowa,employment,0.009597357043948014
660,Cleaners and helpers,Iowa,employment,0.008067773625135995
661,Commissioned armed forces officers,Iowa,employment,0.0018028670467395912
662,Drivers and mobile plant operators,Iowa,employment,0.008361176552288008
663,Electrical and Electronics Trades Workers,Iowa,employment,0.0031764224473537855
664,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Iowa,employment,0.005797286114640276
665,General and keyboard clerks,Iowa,employment,0.012283561569893417
666,Handicraft and printing workers,Iowa,employment,0.002289507587832938
667,Health professionals,Iowa,employment,0.008902497366183327
668,Information and communications technology professionals,Iowa,employment,0.005489220407956537
669,"Labourers in mining, construction, manufacturing and transport",Iowa,employment,0.013575667689735895
670,"Legal, social and cultural professionals",Iowa,employment,0.007331073160218783
671,Market-oriented skilled agricultural workers,Iowa,employment,0.0017190014657906978
672,"Metal, machinery and related trades workers",Iowa,employment,0.008151537764806397
673,Personal service workers,Iowa,employment,0.016005236755372382
674,Production and Specialized Services Managers,Iowa,employment,0.008901075792691832
675,Sales workers,Iowa,employment,0.010025631707093485
676,Science and engineering professionals,Iowa,employment,0.007426764279167434
677,Stationary plant and machine operators,Iowa,employment,0.0034079773279754116
678,Teaching professionals,Iowa,employment,0.010225462868514973
679,Assemblers,Iowa,job_offer_data,0.0010475950938632788
680,Building and Related Trades Workers (excluding Electricians),Iowa,job_offer_data,0.005354462570243721
681,Business and administration professionals,Iowa,job_offer_data,0.01039452233260137
682,"Chief executives, senior officials and legislators",Iowa,job_offer_data,0.009610391387115414
683,Cleaners and helpers,Iowa,job_offer_data,0.008072344525324062
684,Commissioned armed forces officers,Iowa,job_offer_data,0.0016917332969078895
685,Drivers and mobile plant operators,Iowa,job_offer_data,0.008350800716988486
686,Electrical and Electronics Trades Workers,Iowa,job_offer_data,0.003137659425329783
687,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Iowa,job_offer_data,0.005747898668690101
688,General and keyboard clerks,Iowa,job_offer_data,0.012289826379667378
689,Handicraft and printing workers,Iowa,job_offer_data,0.0021996551942688874
690,Health professionals,Iowa,job_offer_data,0.008871902540245032
691,Information and communications technology professionals,Iowa,job_offer_data,0.005529680506326587
692,"Labourers in mining, construction, manufacturing and transport",Iowa,job_offer_data,0.013576243475384418
693,"Legal, social and cultural professionals",Iowa,job_offer_data,0.007354146292218501
694,Market-oriented skilled agricultural workers,Iowa,job_offer_data,0.0016283136351532938
695,"Metal, machinery and related trades workers",Iowa,job_offer_data,0.008204343653849257
696,Personal service workers,Iowa,job_offer_data,0.016025651676029713
697,Production and Specialized Services Managers,Iowa,job_offer_data,0.008904239972390078
698,Sales workers,Iowa,job_offer_data,0.009976646660863647
699,Science and engineering professionals,Iowa,job_offer_data,0.007429248370955368
700,Stationary plant and machine operators,Iowa,job_offer_data,0.0033556534515504486
701,Teaching professionals,Iowa,job_offer_data,0.010207241529138834
702,Building and Related Trades Workers (excluding Electricians),Kansas,employment,0.006694101297641045
703,Business and administration professionals,Kansas,employment,0.00956968406661482
704,"Chief executives, senior officials and legislators",Kansas,employment,0.006335949907087575
705,Cleaners and helpers,Kansas,employment,0.005803968730823237
706,Commissioned armed forces officers,Kansas,employment,0.001621939295357562
707,Drivers and mobile plant operators,Kansas,employment,0.005555583884677671
708,Electrical and Electronics Trades Workers,Kansas,employment,0.004353347547711868
709,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Kansas,employment,0.004823507260416773
710,General and keyboard clerks,Kansas,employment,0.008338932151601097
711,Handicraft and printing workers,Kansas,employment,0.0016725395709926393
712,Health professionals,Kansas,employment,0.008446369990680295
713,Information and communications technology professionals,Kansas,employment,0.0065032143362834215
714,"Labourers in mining, construction, manufacturing and transport",Kansas,employment,0.006456642633791341
715,"Legal, social and cultural professionals",Kansas,employment,0.008070903945153732
716,Market-oriented skilled agricultural workers,Kansas,employment,0.0024425322657024
717,"Metal, machinery and related trades workers",Kansas,employment,0.007112792412882602
718,Personal service workers,Kansas,employment,0.012143499757506749
719,Production and Specialized Services Managers,Kansas,employment,0.005555116294696
720,Sales workers,Kansas,employment,0.008222947475176049
721,Science and engineering professionals,Kansas,employment,0.005145420914175115
722,Stationary plant and machine operators,Kansas,employment,0.004470127419174367
723,Teaching professionals,Kansas,employment,0.009296574793451097
724,Building and Related Trades Workers (excluding Electricians),Kansas,job_offer_data,0.0066233127062017465
725,Business and administration professionals,Kansas,job_offer_data,0.009529486524677023
726,"Chief executives, senior officials and legislators",Kansas,job_offer_data,0.0062836225331817635
727,Cleaners and helpers,Kansas,job_offer_data,0.005770655118461103
728,Commissioned armed forces officers,Kansas,job_offer_data,0.001551989644695141
729,Drivers and mobile plant operators,Kansas,job_offer_data,0.005581786281982034
730,Electrical and Electronics Trades Workers,Kansas,job_offer_data,0.0043424334551829735
731,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Kansas,job_offer_data,0.004772704380370446
732,General and keyboard clerks,Kansas,job_offer_data,0.008387972113391165
733,Handicraft and printing workers,Kansas,job_offer_data,0.0015750674037751846
734,Health professionals,Kansas,job_offer_data,0.00840697720774839
735,Information and communications technology professionals,Kansas,job_offer_data,0.006546875753016971
736,"Labourers in mining, construction, manufacturing and transport",Kansas,job_offer_data,0.00642545248185162
737,"Legal, social and cultural professionals",Kansas,job_offer_data,0.007974069027335412
738,Market-oriented skilled agricultural workers,Kansas,job_offer_data,0.0023452067971326683
739,"Metal, machinery and related trades workers",Kansas,job_offer_data,0.0070973551346590995
740,Personal service workers,Kansas,job_offer_data,0.012162318039413247
741,Production and Specialized Services Managers,Kansas,job_offer_data,0.005444880675474069
742,Sales workers,Kansas,job_offer_data,0.008205262846522692
743,Science and engineering professionals,Kansas,job_offer_data,0.005120704018162812
744,Stationary plant and machine operators,Kansas,job_offer_data,0.004387445042484574
745,Teaching professionals,Kansas,job_offer_data,0.009258524670019329
746,Building and Related Trades Workers (excluding Electricians),Kentucky,employment,0.013477423455206871
747,Business and administration professionals,Kentucky,employment,0.013992837708950188
748,"Chief executives, senior officials and legislators",Kentucky,employment,0.015426400403002506
749,Cleaners and helpers,Kentucky,employment,0.010562760011785735
750,Drivers and mobile plant operators,Kentucky,employment,0.010265653482349608
751,Electrical and Electronics Trades Workers,Kentucky,employment,0.004202390631991966
752,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Kentucky,employment,0.0063537276905482375
753,General and keyboard clerks,Kentucky,employment,0.014489328382857753
754,Handicraft and printing workers,Kentucky,employment,0.003592543256715522
755,Health professionals,Kentucky,employment,0.009845674579833812
756,Information and communications technology professionals,Kentucky,employment,0.007193608843224714
757,"Labourers in mining, construction, manufacturing and transport",Kentucky,employment,0.016593099705419518
758,"Legal, social and cultural professionals",Kentucky,employment,0.011130473980568552
759,Market-oriented skilled agricultural workers,Kentucky,employment,0.0027025663339973263
760,"Metal, machinery and related trades workers",Kentucky,employment,0.009481312059651187
761,Personal service workers,Kentucky,employment,0.016543444610795478
762,Production and Specialized Services Managers,Kentucky,employment,0.010686677443483334
763,Sales workers,Kentucky,employment,0.013807205080128723
764,Science and engineering professionals,Kentucky,employment,0.009288606351318989
765,Stationary plant and machine operators,Kentucky,employment,0.0054640082284107255
766,Teaching professionals,Kentucky,employment,0.009742595116967859
767,Building and Related Trades Workers (excluding Electricians),Kentucky,job_offer_data,0.013472577599515747
768,Business and administration professionals,Kentucky,job_offer_data,0.013908604635949583
769,"Chief executives, senior officials and legislators",Kentucky,job_offer_data,0.015342430940353261
770,Cleaners and helpers,Kentucky,job_offer_data,0.01052786568473255
771,Drivers and mobile plant operators,Kentucky,job_offer_data,0.010277593092200605
772,Electrical and Electronics Trades Workers,Kentucky,job_offer_data,0.004134251999714726
773,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Kentucky,job_offer_data,0.006274313286359181
774,General and keyboard clerks,Kentucky,job_offer_data,0.014462644126159161
775,Handicraft and printing workers,Kentucky,job_offer_data,0.003478414988355916
776,Health professionals,Kentucky,job_offer_data,0.00961870604444405
777,Information and communications technology professionals,Kentucky,job_offer_data,0.007270221446331722
778,"Labourers in mining, construction, manufacturing and transport",Kentucky,job_offer_data,0.0166350535652749
779,"Legal, social and cultural professionals",Kentucky,job_offer_data,0.011207534610017661
780,Market-oriented skilled agricultural workers,Kentucky,job_offer_data,0.0025657621491299025
781,"Metal, machinery and related trades workers",Kentucky,job_offer_data,0.009510347747966805
782,Personal service workers,Kentucky,job_offer_data,0.016535113711994696
783,Production and Specialized Services Managers,Kentucky,job_offer_data,0.010650168138087359
784,Sales workers,Kentucky,job_offer_data,0.013816410420218347
785,Science and engineering professionals,Kentucky,job_offer_data,0.009433116000689103
786,Stationary plant and machine operators,Kentucky,job_offer_data,0.00539072842691306
787,Teaching professionals,Kentucky,job_offer_data,0.009825213431317715
788,Building and Related Trades Workers (excluding Electricians),Louisiana,employment,0.007671302816453937
789,Business and administration professionals,Louisiana,employment,0.008389668201850648
790,"Chief executives, senior officials and legislators",Louisiana,employment,0.009521760648016084
791,Cleaners and helpers,Louisiana,employment,0.00899010437451069
792,Commissioned armed forces officers,Louisiana,employment,0.0013224669540743974
793,Drivers and mobile plant operators,Louisiana,employment,0.010418572915339703
794,Electrical and Electronics Trades Workers,Louisiana,employment,0.004739805107747994
795,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Louisiana,employment,0.004230838105352938
796,General and keyboard clerks,Louisiana,employment,0.013640210478738889
797,Handicraft and printing workers,Louisiana,employment,0.002156765432575162
798,Health professionals,Louisiana,employment,0.010173541916214108
799,Information and communications technology professionals,Louisiana,employment,0.005931328307549186
800,"Labourers in mining, construction, manufacturing and transport",Louisiana,employment,0.013328877098769653
801,"Legal, social and cultural professionals",Louisiana,employment,0.00958958070748855
802,Market-oriented skilled agricultural workers,Louisiana,employment,0.002870369514466895
803,"Metal, machinery and related trades workers",Louisiana,employment,0.007925768144678711
804,Personal service workers,Louisiana,employment,0.012482291879656502
805,Production and Specialized Services Managers,Louisiana,employment,0.00847887486354708
806,Sales workers,Louisiana,employment,0.01254439231173342
807,Science and engineering professionals,Louisiana,employment,0.006812494679945313
808,Stationary plant and machine operators,Louisiana,employment,0.003994150664710715
809,Teaching professionals,Louisiana,employment,0.007654849966490055
810,Building and Related Trades Workers (excluding Electricians),Louisiana,job_offer_data,0.007666483278657986
811,Business and administration professionals,Louisiana,job_offer_data,0.008402399759450487
812,"Chief executives, senior officials and legislators",Louisiana,job_offer_data,0.00951530059519571
813,Cleaners and helpers,Louisiana,job_offer_data,0.008933145097935552
814,Commissioned armed forces officers,Louisiana,job_offer_data,0.0012468553592617615
815,Drivers and mobile plant operators,Louisiana,job_offer_data,0.010395475974527203
816,Electrical and Electronics Trades Workers,Louisiana,job_offer_data,0.004733895142547827
817,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Louisiana,job_offer_data,0.004181617059029478
818,General and keyboard clerks,Louisiana,job_offer_data,0.013614106369609866
819,Handicraft and printing workers,Louisiana,job_offer_data,0.002107879842802955
820,Health professionals,Louisiana,job_offer_data,0.01007988479861139
821,Information and communications technology professionals,Louisiana,job_offer_data,0.00595367062535163
822,"Labourers in mining, construction, manufacturing and transport",Louisiana,job_offer_data,0.013326409969814594
823,"Legal, social and cultural professionals",Louisiana,job_offer_data,0.0095822557942555
824,Market-oriented skilled agricultural workers,Louisiana,job_offer_data,0.0028089456300585854
825,"Metal, machinery and related trades workers",Louisiana,job_offer_data,0.00789441167233503
826,Personal service workers,Louisiana,job_offer_data,0.012509386549312855
827,Production and Specialized Services Managers,Louisiana,job_offer_data,0.008468322214629644
828,Sales workers,Louisiana,job_offer_data,0.012522334025010285
829,Science and engineering professionals,Louisiana,job_offer_data,0.006811752622879464
830,Stationary plant and machine operators,Louisiana,job_offer_data,0.003930213898060378
831,Teaching professionals,Louisiana,job_offer_data,0.00769419497570426
832,Building and Related Trades Workers (excluding Electricians),Maine,employment,0.004117234707197912
833,Business and administration professionals,Maine,employment,0.007194089654033431
834,"Chief executives, senior officials and legislators",Maine,employment,0.005425703187617504
835,Cleaners and helpers,Maine,employment,0.005653473302346778
836,Commissioned armed forces officers,Maine,employment,0.0013114973147140797
837,Drivers and mobile plant operators,Maine,employment,0.0034972812896471154
838,Electrical and Electronics Trades Workers,Maine,employment,0.0021897153574094706
839,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Maine,employment,0.0024140441172078478
840,General and keyboard clerks,Maine,employment,0.00584815283321332
841,Health professionals,Maine,employment,0.005342502612162014
842,Information and communications technology professionals,Maine,employment,0.002610757642850271
843,"Labourers in mining, construction, manufacturing and transport",Maine,employment,0.005012473635152503
844,"Legal, social and cultural professionals",Maine,employment,0.004781290787490662
845,Market-oriented skilled agricultural workers,Maine,employment,0.0013500820366505425
846,"Metal, machinery and related trades workers",Maine,employment,0.003365197576406713
847,Personal service workers,Maine,employment,0.00469829928128538
848,Production and Specialized Services Managers,Maine,employment,0.003736352163812183
849,Sales workers,Maine,employment,0.005593357351939581
850,Science and engineering professionals,Maine,employment,0.0036593878796541478
851,Stationary plant and machine operators,Maine,employment,0.002098610512589102
852,Teaching professionals,Maine,employment,0.004136578144202586
853,Building and Related Trades Workers (excluding Electricians),Maine,job_offer_data,0.00410241964649894
854,Business and administration professionals,Maine,job_offer_data,0.0071343109819057655
855,"Chief executives, senior officials and legislators",Maine,job_offer_data,0.005255768676369637
856,Cleaners and helpers,Maine,job_offer_data,0.005622486946318417
857,Commissioned armed forces officers,Maine,job_offer_data,0.0012470804413788476
858,Drivers and mobile plant operators,Maine,job_offer_data,0.003466166920702186
859,Electrical and Electronics Trades Workers,Maine,job_offer_data,0.0021576758592272032
860,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Maine,job_offer_data,0.002382512633114133
861,General and keyboard clerks,Maine,job_offer_data,0.005799060696976366
862,Health professionals,Maine,job_offer_data,0.0052565850023239625
863,Information and communications technology professionals,Maine,job_offer_data,0.0028062159703031975
864,"Labourers in mining, construction, manufacturing and transport",Maine,job_offer_data,0.0049611382722624065
865,"Legal, social and cultural professionals",Maine,job_offer_data,0.004767697350379919
866,Market-oriented skilled agricultural workers,Maine,job_offer_data,0.001277522335534093
867,"Metal, machinery and related trades workers",Maine,job_offer_data,0.0033504814763256857
868,Personal service workers,Maine,job_offer_data,0.004778748934854981
869,Production and Specialized Services Managers,Maine,job_offer_data,0.0037447512631095287
870,Sales workers,Maine,job_offer_data,0.005575826476184182
871,Science and engineering professionals,Maine,job_offer_data,0.003610976305551385
872,Stationary plant and machine operators,Maine,job_offer_data,0.0020610919173101095
873,Teaching professionals,Maine,job_offer_data,0.00412036262936036
874,Building and Related Trades Workers (excluding Electricians),Maryland,employment,0.009888598335197268
875,Business and administration professionals,Maryland,employment,0.030893899874058196
876,"Chief executives, senior officials and legislators",Maryland,employment,0.019727179145666605
877,Cleaners and helpers,Maryland,employment,0.01664917394912227
878,Commissioned armed forces officers,Maryland,employment,0.007039751503269728
879,Drivers and mobile plant operators,Maryland,employment,0.013020231171997408
880,Electrical and Electronics Trades Workers,Maryland,employment,0.00812952182598465
881,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Maryland,employment,0.006239250680125424
882,General and keyboard clerks,Maryland,employment,0.02269017326908555
883,Handicraft and printing workers,Maryland,employment,0.0045593171014606465
884,Health professionals,Maryland,employment,0.021089423158085836
885,Information and communications technology professionals,Maryland,employment,0.01866881599174117
886,"Labourers in mining, construction, manufacturing and transport",Maryland,employment,0.017746583669159568
887,"Legal, social and cultural professionals",Maryland,employment,0.019036937451054683
888,Market-oriented skilled agricultural workers,Maryland,employment,0.004260436919446918
889,"Metal, machinery and related trades workers",Maryland,employment,0.008275382048612985
890,Personal service workers,Maryland,employment,0.020669137430117644
891,Production and Specialized Services Managers,Maryland,employment,0.014426603616434159
892,Sales workers,Maryland,employment,0.015907672227113704
893,Science and engineering professionals,Maryland,employment,0.01986753533020865
894,Stationary plant and machine operators,Maryland,employment,0.004736641600303218
895,Teaching professionals,Maryland,employment,0.01898911235111543
896,Building and Related Trades Workers (excluding Electricians),Maryland,job_offer_data,0.009839661304968788
897,Business and administration professionals,Maryland,job_offer_data,0.03053507961674061
898,"Chief executives, senior officials and legislators",Maryland,job_offer_data,0.019432835638620794
899,Cleaners and helpers,Maryland,job_offer_data,0.016467982434864113
900,Commissioned armed forces officers,Maryland,job_offer_data,0.0069125360677343055
901,Drivers and mobile plant operators,Maryland,job_offer_data,0.012981066662565715
902,Electrical and Electronics Trades Workers,Maryland,job_offer_data,0.008044302296607304
903,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Maryland,job_offer_data,0.006118239630835426
904,General and keyboard clerks,Maryland,job_offer_data,0.02259034060815546
905,Handicraft and printing workers,Maryland,job_offer_data,0.004473976313919673
906,Health professionals,Maryland,job_offer_data,0.021084522160828702
907,Information and communications technology professionals,Maryland,job_offer_data,0.018502666683636846
908,"Labourers in mining, construction, manufacturing and transport",Maryland,job_offer_data,0.01779551871326874
909,"Legal, social and cultural professionals",Maryland,job_offer_data,0.01880015509509371
910,Market-oriented skilled agricultural workers,Maryland,job_offer_data,0.00415160432421766
911,"Metal, machinery and related trades workers",Maryland,job_offer_data,0.008188955717928397
912,Personal service workers,Maryland,job_offer_data,0.021153550944903884
913,Production and Specialized Services Managers,Maryland,job_offer_data,0.014121815731500714
914,Sales workers,Maryland,job_offer_data,0.015567765839154025
915,Science and engineering professionals,Maryland,job_offer_data,0.019812726698264217
916,Stationary plant and machine operators,Maryland,job_offer_data,0.004675564035862681
917,Teaching professionals,Maryland,job_offer_data,0.018761181147589998
918,Assemblers,Massachusetts,employment,0.003187742197547817
919,Building and Related Trades Workers (excluding Electricians),Massachusetts,employment,0.016414911310513803
920,Business and administration professionals,Massachusetts,employment,0.023161009219554687
921,"Chief executives, senior officials and legislators",Massachusetts,employment,0.017610161532478488
922,Cleaners and helpers,Massachusetts,employment,0.01243063512156807
923,Commissioned armed forces officers,Massachusetts,employment,0.004325983162208799
924,Drivers and mobile plant operators,Massachusetts,employment,0.008933771136241784
925,Electrical and Electronics Trades Workers,Massachusetts,employment,0.005106337369014839
926,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Massachusetts,employment,0.006380859539639323
927,General and keyboard clerks,Massachusetts,employment,0.017391587395185794
928,Handicraft and printing workers,Massachusetts,employment,0.002655636208619168
929,Health professionals,Massachusetts,employment,0.017275774088865686
930,Information and communications technology professionals,Massachusetts,employment,0.012609848331673067
931,"Labourers in mining, construction, manufacturing and transport",Massachusetts,employment,0.0174453615453958
932,"Legal, social and cultural professionals",Massachusetts,employment,0.012156077566973894
933,Market-oriented skilled agricultural workers,Massachusetts,employment,0.003396203712792662
934,"Metal, machinery and related trades workers",Massachusetts,employment,0.005443887621258622
935,Personal service workers,Massachusetts,employment,0.018542327070281042
936,Production and Specialized Services Managers,Massachusetts,employment,0.014643361464575795
937,Sales workers,Massachusetts,employment,0.01811298298504502
938,Science and engineering professionals,Massachusetts,employment,0.011178498723747774
939,Stationary plant and machine operators,Massachusetts,employment,0.005781600479507715
940,Teaching professionals,Massachusetts,employment,0.013084099057036412
941,Assemblers,Massachusetts,job_offer_data,0.0031627189739682413
942,Building and Related Trades Workers (excluding Electricians),Massachusetts,job_offer_data,0.016351433559387386
943,Business and administration professionals,Massachusetts,job_offer_data,0.023164207031131378
944,"Chief executives, senior officials and legislators",Massachusetts,job_offer_data,0.017841846647439
945,Cleaners and helpers,Massachusetts,job_offer_data,0.012373658327810845
946,Commissioned armed forces officers,Massachusetts,job_offer_data,0.004257300200639099
947,Drivers and mobile plant operators,Massachusetts,job_offer_data,0.008878859578783408
948,Electrical and Electronics Trades Workers,Massachusetts,job_offer_data,0.005070319542391047
949,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Massachusetts,job_offer_data,0.006315501660329872
950,General and keyboard clerks,Massachusetts,job_offer_data,0.01737981053869422
951,Handicraft and printing workers,Massachusetts,job_offer_data,0.002621692534288309
952,Health professionals,Massachusetts,job_offer_data,0.017234049063462972
953,Information and communications technology professionals,Massachusetts,job_offer_data,0.012514844657540275
954,"Labourers in mining, construction, manufacturing and transport",Massachusetts,job_offer_data,0.017410457094841816
955,"Legal, social and cultural professionals",Massachusetts,job_offer_data,0.012135416556397391
956,Market-oriented skilled agricultural workers,Massachusetts,job_offer_data,0.0033492283539205262
957,"Metal, machinery and related trades workers",Massachusetts,job_offer_data,0.005388574516642912
958,Personal service workers,Massachusetts,job_offer_data,0.018664886719671748
959,Production and Specialized Services Managers,Massachusetts,job_offer_data,0.014785964969900315
960,Sales workers,Massachusetts,job_offer_data,0.01809579217881096
961,Science and engineering professionals,Massachusetts,job_offer_data,0.011097629165538272
962,Stationary plant and machine operators,Massachusetts,job_offer_data,0.005749067591858073
963,Teaching professionals,Massachusetts,job_offer_data,0.01306696221518398
964,Assemblers,Michigan,employment,0.005937779493757197
965,Building and Related Trades Workers (excluding Electricians),Michigan,employment,0.013378812139609236
966,Business and administration professionals,Michigan,employment,0.025771871011101514
967,"Chief executives, senior officials and legislators",Michigan,employment,0.018835528158712294
